region,location_name,rating,review_text,source
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Skildpadderne lider, dyrene er sat fast med lænker. Skildpadderne sulter og slås for at få mad, det er en turistfælde af værste skuffe.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"One of the most horrific and distressing trips we have ever been on. We were taken to this by a guide we had trusted as a spontaneous stop, as it was on route to another spot. I wish we had done a quick Google search before handing over 1.4m IDR for two people (should be mentioned, we were originally quoted 2.4m!!). The glass bottom boat was nothing but a fishing boat with a very small window in the bottom, through which you could only see seaweed and water. We were given a crust of bread to hurriedly feed the fish, of which we saw only one species. The island itself was nothing more than a trap with some incredibly sad looking animals either chained up or in tiny tanks. There were at least 10 large sea turtles in one horrifyingly small pool. All the animals were being handled by everyone and used for photo ops, and the staff were pestering for donations, as they claimed they were no longer receiving government support. Apparently the 1.4m IDR we had already forked out was nothing to do with the island, but who knows. We can’t believe that this relates to legitimate conservation work at all. The whole experience was awful, and we would urge everyone to avoid at all costs.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I wish I didn’t go. My family and I were expecting an actual island with wild turtles, however what we experienced looked like pure hell. Hundreds of turtles in very dirty sludgy water, but at least they could open their mouths to eat & had some ability to move around. 
There were 4 beautiful birds - black cockatoo, Sulfur crested cockatoo, major Mitchell cockatoo, owl - all were chained to a pole with a very short (10cm) chain. They couldn’t fly even though the cage was large enough. 
Another red parrot was in a tiny cage with a metal serving plate on top in the direct sun. It wouldn’t surprise me if this one has passed away by heat by now. 

There was a yellow snake around a tree that my children looked at. My daughter was mortified that its mouth was taped shut. 

They asked for donations saying they need money to care for the animals. Perhaps if it looked like there was some care involved, I may have donated but I’m not going to contribute to animal abuse. Four Paws and OIPA need to step in and save these animals and return them to safety.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Wir hatten dies über einen privaten Fahrer gebucht, der uns zum Ausgangspunkt brachte...wir wollten nur die Schildkröten sehen. Erst nachdem uns ein Angestellter 1,5 Mio IDR für 2 Personen abgenommen hatte durften wir aufs Boot. 1. Stop Fische mit Toastbrot füttern...dann weiter zu den Schildkröten.
Es begrüsste und ein holprig deutschsprechender Guide, der uns das Center und die Tiere gezeigt und erklärt hat. Für 360k IDR adoptierten wir eine Babyturtle. Die älteren Schildkröten waren in verhältnismäßig winzigen Becken gesperrt. Man konnte Fotos mit Leguanen, Kakadus, Schlangen und Riesenfledermäuse machen. Die Tieren in Käfige eingesperrt. Für jedes Foto, das der Guide machte wollte er Geld, ausserdem bettelte er ständig um Geld. Während der Rückfahrt wurde das Boot angehalten, um die Babyturtle freizulassen.
Alles in allem nicht Sehenswert. Normalerweise Anlage sofort schliessen",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I was not impressed with this place it was expensive for Bali boat trip was ok but didn’t like how the turtles and other animals were kept in small cages the snake had tape round its mouth which appeared to be left on we were asked if we wanted to feed the turtles extra cost and these were kept overcrowded in really smelly muddy shallow water guide also asked for a tip as he was a volunteer and had to pay for photos as well if you want to see turtles being properly looked after and being released back to the ocean visit
 Turtle Conservation And Education Centre admission is free they only ask for donations and you can release turtles back to the sea for a small fee would highly recommended this place",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"They scam you at every step! The ""glass boat"" is just a tiny piece of glass, and there are only a few animals, all kept in very poor conditions.

They overcharge you by 10 times for everything, and the lady at the cafeteria counter even tried to scam us by adding extra charges to our bill, claiming it was a tax—she lied!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Same as everyone, I wish I read the reviews beforehand. I have a horrible feeling leaving that the animals are not cared for, or nursed back to health. The turtles are in cramped dirty sinks and don’t have enough room to swim, and the large 20 grown turtles are in a dirty pond. I kept asking if they’d be returned to the sea, the guide said yes, but upon leaving and doing my research they will be kept in there to die. The turtles are starving as feeding them seaweed they were all fighting each other to get to it. What made me most sad is the other animals they have chained up, a beautiful owl, toucans and bat all chained up. A drugged snake in a tiny cage. I asked if they can fly around, she said yes, but I doubt this very much. I have left feeling so very sad I contributed to these poor animals and I’m trying to find a petition or something that helps with better conditions and setting them free. DO NOT GO IF YOU CARE ABOUT ANIMALS.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,5,"Great place. They take good care of the turtles and other animals. Great educational value. No entrance price, just donation.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Just read all the reviews .. it’s all true . Paid 120 AUD for two to go in a small boat , literally 10 min ride to the “ island “. As soon as we got there, they put the hard word on you that they live on tips because govt stopped funding them after COVID. I was pretty annoyed by our guide from our accommodation as he recommended it . He did tell me though the story about only living on tips was BS. Then they take photos of you constantly with the poor animals and then guilt you into buying the photos for 15 bucks aud each . My 15 year old son felt really sorry for the animals , the turtles, the owl, snake , Toucan, and sadly a cockatoo in a cage , bats and lizards . Something about the place does not seem right ..",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,Duped into visiting this place by our guide. We had wanted to visit the Turtle Conservation & Education Centre but he took us here instead. Only realised after the fact. DO NOT VISIT THIS PLACE. It’s horrific - turtles in tiny filthy conditions & animals in cages.,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I wish I checked these reviews first. This is NOT a conservation sanctuary, they say this to justify what they do. None of these turtles need to be there, none are injured, none need rehabilitation. I feel horrible that I supported this abuse. I don't understand how people read these reviews, still go to the island, AND then say it wasn't that bad.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"If we as a collective can please stop going here ! it’s 100% a tourist trap for MONEY. It’s not kept well at all, run down . Clearly made up stories regarding the “ care “ of the animals . This is not a tour that should ever be promoted . What a terrible experience, waste of time , waste of money . A trap !! they just want your money .",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"À ne surtout pas faire ! L’attrape touriste la plus honteuse de Bali !!
1) Ce n’est pas une île, c’est un endroit à quelques km des plages touristiques, accessible en voiture. 
2) Le prix est très cher et une fois arrivé sur place vous ne faites que payer encore et encore. 
3) Il ne s’agit en aucun cas d’en endroit de sauvetage pour les animaux mais bien d’un cimetière à animaux !!!! 

- 15 tortues dans un bassin de 6mx3m 
- Singe attaché et en cache sans nourriture 
- Bébés tortues morts 
- Tortures affamées 
- Oiseaux agressifs 

Et j’en passe ! Les personnes qui y travaillent sont de réels arnaqueurs et vous inventent n’importe quoi. Une honte.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,4,"rehabilitation centre for injured wildlife, they do allow the holding of some of the animals. Very interesting, being able to be up so close to the giant turtles",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Gita breve su barca con un rettangolo di vetro da cui non si vede nulla perché il mare è molto torbido, ti danno del pane da lanciare a dei pesci che intravedi - cosa da non fare - e ti portano in una fantomatico clinica per tartarughe dove non sono curate ma vengono tenute in piccole vasche per i turisti. 
Ci sono altri animali ovviamente in gabbia. Il tutto costa più di 60 euro per 2, tantissimo soprattutto per Bali.
Per di più la ""guida"" ti dice di essere volontario e ti chiede soldi.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"This is not a turtle sanctuary, but a place where they mistreat animals for profit. Turtles are packed in. You are offered ""seaweed"" to feed them but it is really vegetation, pods, and dirt. There is a beautiful owl trapped in a small cage. Also bats, a turkey and iguana. These animals deserve to be free. There are some half dead turtle hatchlings that they will offer to set free for a price - cash or credit. The water on the way there is littered with trash. Please avoid.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"We chose to go to 'Turtle Island' for our child to see the turtles and she cannot do any water sports but get disappointed eventually. First, the turtles are placed in spa-size buckets, and the others are in a place with dirty and minimal water. Next the lady keep on telling us to adopt the turtle to be released which is we dont mind, we  paid 350k IDR for the adoption. It also gets annoying when she keeps on reminding you to tip her the whole time, when she was given tip, she asks for more to give to her friend. Lastly, they keep on taking photos and they get disappointed if you dont buy any, 1 photo costs 150k. We ended up getting just 2. It is not worth it, I do not think the place really is for the welfare of the turtles.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,Omg this was such a horrible experience please don’t go there..this is so cruel and animal in enclosed space. It is nothing but a scam. I never felt such guilt visiting a place,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Looks like those animals aren’t there to be released, but for tourism. We paid 500.000 rp each to go the “island” which isn’t an island, by glass boat. They give you some bread to feed the fish. I thought that wasn’t a good sign, but I hoped the turtle place to be a proper sanctuary. The moment you step off the boat they start about donations. You can adopt a baby turtle to release it (350.000 rp for 1 turtle) There are a few small bassins with rescued turtles with broken shields and a few with baby turtles. Then you go to a pond with grown turtles. You can feed them seaweed (drop the seaweed in the water). A bucket seaweed: 100.000 rp. Somebody is making pictures of you feeding, which they try to sell you. After the turtles they bring out an owl which you can pet. While somebody takes the owl away, they bring you to another picture spot where they put a toucan on your arm. The animals are there to be released, she said. Somebody from my group asked why another toucan was in a cage.  “Because this one is still wild and aggressive”, she answered. “Still”? So she suggested that this toucan still had to be tamed. Why? If you’re going to release is it, wild and aggressive is a good thing. There were also turkeys and a “sick” iguana in cages. The “adopted” baby turtle comes in a little plastic container, so you can release it from the glass boat on the way back. I didn’t hear any instructions like “try not to touch the turtle while releasing it”.  So of course on the boat, people holding the baby in their hand. I don’t know much about turtles, but I think this can be damaging. I just don’t know if they’re really saving turtles. But the toucans and owl are surely not there to be released.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"This place is horrendous.

The state these animals are living in is just so sad - I left crying it was that bad.
Turtles in tiny tanks,snakes mouth tied with sticky tape,birds chained up & a lizard in a tiny cage with a few bits of what it appeared to be grass desperately trying to get out.

The dude then got us back on the boat to do the baby turtle release and took us to the main boating thoroughfare,stopped and said to let the turtles go….those baby turtle WILL NOT stand a chance with those boats going constantly in that area at the speeds they go.

The lady was more concerned about making some money then answering our questions about the welfare of the animals.

PLEASE DO NOT SUPPORT THIS BUSINESS & please don’t trust your “tour guides/drivers”. We were definitely misled.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,Awful. Sad turtles in tiny tanks. Birds shackled and made to have photos. Constant asking for money. All up a very uncomfortable and gut wrenching experience.,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I wish I’d read the reviews of this place. I thought it was a turtle sanctuary / conservation based. The conditions made me cry and still hours later I feel so conflicted that I went here with my family. This place is unethical, animals are not treated well and the place is so run down. I wanted to leave and was probably naive to the spiel initially that more money was needed to improve conditions. Birds in small cages, snake’s mouth taped over, turtles in dirty water. My heart breaks for what is an animal jail. 

The Boat ride over on a glass bottom boat where the glass was so dirty you couldn’t see anything. Expensive scam that is basically torturing animals.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Zielig om de dieren zo klein opgesloten te zien zitten, midden in de hete zon. Je ziet dat ze ongelukkig zijn en onverzorgd. Hoog tijd dat dit ‘conservation Center’ dat alleen maar op geld uit is, sluit!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Avoid this place at all costs, the animal abuse is horrific.

There is no animal welfare whatsoever. God knows how many fully grown adult turtles are living in a muddy puddle, they are literally living on top of each other.

This place is designed to separate you from your money in as many ways as possible. Donate to (allegedly) adopt a baby turtle before it is released into the sea.?

Don’t be fooled into a boat trip to “the island” from the Bintamg water sports centre.
It’s actually on the same peninsula and can be reached by car. We couldn’t get out of there fast enough.

This place deserves to be closed down immediately.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Ten eerste beweert men dat je hier alleen per boot kan komen. total scam.
Je kan er gewoon met de auto komen. Dierenwelzijn staat hier helaas niet voorop. Ga hier nit naar toe. Dieren aan een ketting is niet meer van deze tijd!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"BIG SCAM, get you to buy everything, animals kept in awful conditions, glass bottom boat is an old boat with a tiny bit of glass bottom floating on 3 foot tall water",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,Tourist scam - horrible environment. Trapped creatures. Irritating people. Turtles imprisoned for the term of their natural life,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I wish we had read the reviews before going….lesson learnt. We were expecting an island sanctuary with turtles roaming free in spacious water, it couldn’t have been further from the reality. Awful tanks with hardly any water - they claimed they were cleaning the tanks but apparently they say this to everyone. Turtles not moving at all, baby turtles are altogether in a very small pool, some moving but most not. The other animals are chained and caged, the snake is definitely drugged as it didn’t move at all when it was lugged out of its tiny cage. Just awful, I feel ashamed we paid to go and I was really upset by the state of the animals. Don’t be tricked like we were, use your money on something worthwhile.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,2,The turtles seem well looked after and the guides knowledgeable but when told we could adopt one for 35K it was really 350K once the deed had been done. I complained but all of a sudden they couldn’t understand. I don’t like being scammed and I’m kicking myself for not just saying thanks but no thanks. It will bite them on the backside soon enough when they have no customers. Very poor show,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Absolutely horrendous place. Do not go here other than to release a baby turtle from a horrible fate. Animals in disgusting conditions. Adult turtles trapped there for life. Just more lying, bulls**t artist Balinese people looking to exploit you (and the animals) for money.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Unfortunately we thought we were going to an ethical place. This could not be more further away from the truth. The turtles seem like they’re in a normal sanctuary in comparison to others we have visited. But the other animals they have on display is very troubling. They have a bird on a chain. A boa snake, a massive bat, a Tuscan, Iguana and a Lewuk. All living under what appears to be inhuman conditions. Please do not support this place we regret it.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Schandalig! Je zal worden opgelicht! Het is klein, smerig en de beesten leven in een klein vuil basin. Het zal gesloten moeten worden, totale schande !",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Horrendous experience. Like many other reviewers, we unfortunately fell into this tourist trap via our friendly guide. Don’t go there. 2.4m IDR for 4 of us to take a glass bottom boat ride, initially to what felt like a rubbish dump just of the coast to feed the fish. I wouldn’t dip my toe in that water, let alone snorkel. We then drove through what can only be described as an accident waiting to happen. Parasailers, jet skiers, countless boats traveling to “turtle island”, speed boats tugging banana inflatables, etc. next to a main shipping lane and dumping ground for rubbish. When we got to turtle island, things got worse. 1. It’s not an island (it’s just the other side of the peninsula and mangroves), 2. It’s not a conservation spot (it was an ill kept farm or zoo), containing badly treated turtles all coupled together in the corner of the squalid half empty pond, and other ill looking and sad animals/birds. 3. The guides are apparently volunteers. Ours was inappropriate and keen to tell us that he was a volunteer over and over again - I won’t go into the details. We have him 100k to get out of the place. They also try and sell you the experience of releasing a turtle into the wild, but I doubt many would survive out in the rubbish dump that we drove through to get off the “island” and back to the horrendous beach area. Worst day of our holiday and such a shame.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,3,"Our boys (aged 12 and 14) love turtles so this was a must visit on our trip to Bali. We ended up here by mistake (by car) and reading the reviews we were worried that the boys would get a bad experience – but it turned out to be a good experience for the kids after all. Our guide seemed knowledgeable about the turtles, explained and answered all our questions. She said that all staff was volunteering and lived by the tips - not sure if this is the true - but left her with a decent tip anyways. 
There were different kind of turtles, that were here to recuperate after incidences e.g. that they were caught in fishing nets or have been too close to a boat propeller. Some of them you can feed seaweed - I hope that they get enough - they all seemed extremely hungry. The baby turtles were absolutely adorable! There was an option to “adopt"" a turtle to set it free - and you would get a certificate with your name on it.
There are other animals like iguanas, a cockatoo, an owl, a monkey, toucans, a bat, and a luwak - all in small enclosures with a very limited moving space and no animal enrichment available – some of the birds were chained to a tree or a pole. This is surely not the best animal welfare conditions I’ve seen - but not the worst either! 
We also visited the “Turtle Conservation and Education Centre” which is the governance owned and driven centre - for me it didn’t seem that the welfare of the turtles was taken more seriously at either places.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Totally discusted. So upset at how this establishment exists.
Don’t go and support this business.
It’s animal cruelty , 
Discusting.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"We were lured here by our driver on a whim and wish we’d read the reviews before going. Complete animal exploitation which was just awful to see. Couldn’t wait to get out of there. The host was like a circus ring master thrusting distressed animals at you to hold and pat whilst telling you how happy they were and all to make you pay money for the photos. Even though we declined, the host was still offering animals to us like they were his toys to play with. The turtles are in tiny plastic tanks permanently and the bigger turtles are literally piled on top of each other in a small outdoor dirty swamp. There was absolutely no conservation and no care for these precious animals. The staff followed us around, taking photos without asking and only wanted to delete them if we paid! We managed to delete them so they couldn’t use them in their advertising. DO NOT SUPPORT THIS ANIMAL CRUELTY.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"AVOID.
I thought we were going out to see turtles in the wild. Instead we were taken to a place with nearly enough water for the turtles to swim in. It was absolutely depressing and the turtles were not thriving. There were other animals there too and they looked distressed especially the Luwak’s which are nocturnal and had nowhere to go to get out of the light. The bat that was also awake in the daylight. It was just awful and the massive snake was docile and obviously drugged. If you truly care about animals you would avoid this place.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Terrible place!!! If they truly cared about animals, thry wouldn't keep them like that! Horrible stinky dirty shallow pools with warm disgusting water for large turtles.  These turtle live in the fresh ocean water!!!  I don't believe any of thr stories they told about conservation. The poor monkey in cage was chained and going crazy biting itself and eating its own poo. When we complained about poor monkey, they said it was injured and it would be released when it's older. I dont believe that for one second! Do not go!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Animal cruelty, I can’t believe a place like this can exist. 
Scammers and the whole place is  animal cruelty. 
Overcrowded, extremely dirty tanks. Turtles in concrete tanks with people touching them. No animal conservation going on at all.
Disgraceful! 
The other animals there are in rusty, dirty enclosures and look like they are neglected. 
Please do not go there! 
Hopefully people read these reviews!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"DO NOTDOTHIS TOUR
Deplorable conditions made me feel sick that I even went
When asked questions just said he worked for the government
Conditions were absolutely appalling  Filthy cages cramped conditions and it cost 900000 rupiah for two people for the glass bottom boat ride and entrance for two people
Do not believe the large sign saying eco tourism",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"This place is a money making scam with distressing animal cruelty at the heart of the enterprise.

Unfortunately we fell for this company as we wanted to see turtles in a hatchery, help out and release a turtle to the wild. However what we were greeted with before the boat trip to the 'turtle island' (which in reality was an island they put a turtle farm and tatty zoo on, not a natural turtle habitat in the slightest) were people trying to upsell us tickets to jet skiing, paragliding, water sports etc. which set the tone of the whole experience, a money grabbing exercise.

When we got to the island there were loads of turtles of varying size and type but they were crammed into tiny pools and were clambering on top of each other. We paid IDR300K to release a baby turtle to the wild which we expected to be off the beach into the water like we have seen online. Instead you scoop one into a tiny plastic bowl and on your way back to the mainland the driver stops and tells you to drop in the middle of a shipping lane?! Definitely not the natural turtle habitat we were expecting to see surrounded by oil tankers and large boats, it was very sad to think the turtle was very unlikely to survive.

There is also a zoo there which we didn't realise. It comprises of a few random animals chained up / caged for you to have pictures with. Zookeepers would manhandle the animals to be put on customers for photos including big snake, a toucan, a parrot with two chains round it's ankles, a mongoose in a cage where they could hardly move and a bat that is a nocturnal animal being kept in broad daylight. It felt so uncomfortable going round here and we were gutted we fell for this place from the adverts and website. We felt we contributed to the poor conditions these animals suffered. 

We were also photographed without our knowledge and then they pressured us to buy these covert photographs at the end.

I would recommend steering clear of this establishment as it will leave a bitter taste in your mouth.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,3,"In terms of a turtle sanctuary I can see the merits if what our guide said was true. These are allegedly all rescued turtles who are eventually released back into the wild. Some have injuries from propellers and eating plastic. To concentrate on this effort is more than enough. Unfortunately I don’t believe there is any need to have the other animals in captivity as a further ‘tourist attraction’. You have to factor in that there are many different cultures and beliefs but my own personal opinion is the caging of these other animals whom are not going to be released is very cruel. I couldn’t find out for example how an Australian sulphur crested cockatoo found its way to this place to be chained to log in a dark cage.
Again taking into account different cultures and expectations I’m guessing many would also be disappointed by the ‘glass bottom’ boat which is just an oblong plastic container with the bottom cut out and perspex sealed on the bottom. 
As another commented the guide told us he was a volunteer and appreciated any tips. A volunteer in my country would not do that but this is not my country and this is obviously acceptable at the sanctuary. He only mentioned this once at the beginning and in fairness to him he did not mention tipping again. Visitors are encouraged to purchase something from the souvenir type stand of which 50 per cent of the sale is reinvested into the sanctuary. 
I would not recommend this place mainly due to the poor conditions I believe the other animals are kept in. You do have to be mindful that what one person finds cruel and unacceptable such as myself is not necessarily the viewpoint of others and our guide seemed quite proud to show us the other exhibits. (As an aside I have seen some pretty horrific animal transportation methods here too that would not be tolerated in my country) A photographer is keen for visitors to purchase the photos he takes but if you take your own this is unnecessary.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Arrivés par hasard dans ce coin de l'île, nous sommes tombés dans ce zoo malsain car les propriétaires nous ont alpagué lorsqu'ils nous ont entendu nous garer. 
Nous avons payé 100K à 2, aucun prix affiché, et le ""guide"" nous a demandé un pourboire a la fin ! bref on s'est fait entuber. 
30 pauvres tortues qui ne peuvent à peine nager dans un petit bassin avec de l'eau dégueu, et quelques autres animaux en cage qui ne respirent pas le bonheur. Bref, il ne faut surtout pas y aller et contribuer à ce massacre.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Terrible tourist trap scam. Made a mistake not to check reviews before, which we always do and got charged a fortune to go to this horrible place with caged animals in poor conditions. The place is not even an island, some sort of slum. The whole place is a turtle farm, trying to pose as some conservation centre. We took 5 mins there and went out, just seeing turtes was more than enough. The guy showing around tried to scam uz even further by acting that he is a poor volunteer and the boss is not paying him. Avoid the place at all costs!!",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"We had high expectations from this trip but should have done more research in advance. We enjoyed seeing the turtles and feeding them but once we moved on to see the animals we quickly realised it was animal cruelty, with animals in small cages/ chained up, serving the purpose of selling photos with them to tourists. The worst parts were a sad mongoose in a tiny cage and a parrot with chains on its leg. We’d paid before this to release a turtle, expecting to release it on to the beach, to find out we were releasing it into the sea off the boat. We’d been told on Gili Meno that some of their turtles were too small to be released so I don’t feel hopeful she will survive. Please steer clear and do more research like we wish we did.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,Made it a whole 2 min and walked out..DO NOT GO IN. this place should be closed !!! Conditions are the worst. Poor animals.,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Da come ci è stata presentata l’escursione sembrava ci portassero su un’isola con delle tartarughe in libertà su una barca con il fondo in vetro, in realtà la barca ha un piccolo rettangolo dove guardare il fondale, che si vede a malapena e oltretutto non c’è nulla da guardare e l’isola non è un’isola ma una sorta di mini zoo con gli animali in vasche o gabbie. Dicono sia un ricovero e che gli animali verranno in seguito liberati dopo la guarigione ma dalle varie foto ho capito poi che gli animali sono lì da anni! Ti fanno comprare souvenir e foto con la scusa di contribuire alle spese mediche degli animali ma secondo me non è assolutamente così! Il costo è altissimo (quasi 100€ per due) e la delusione immensa. Evitate",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,HORRIBLE PRISON POUR ANIMAUX !!!! Tous enfermés dans des cages plus petites les unes que les autres. La tristesse à travers les  yeux de tous les animaux !!! quel horreur !!! Ça devrait être interdit !! J’en ai mal au ventre !! Nous nous attendions pas à ça !! « Turtle Islands » quel mensonge !!!!!!!!!! Maltraitance des animaux sous les yeux de tout le monde c’est incroyable… en voyant tout ça … j’en suis écœurée. Comment peut on faire ça ????,TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I do not like to leave a bad review but if had known what we were about to see, we would never have gone. As it was called Turtle Island, we were expecting to visit an island, but unfortunately it was just a dirty stretch of beach with too many speedboats and commercial shipping, not the place you would want to see a 'turtle conservation' area. And then it got worse, several shallow, dirty pools overcrowded with desperate looking turtles climbing over each other for some scraps of seaweed, and they tell us these beautiful creatures are protected...certainly not on this evidence. They then had other animals, a monkey, toucan, possum, iguana, and several cockrels in very small cages. Their main aim was to sell us photo's with these unfortunate animals and to sponsor a turtle. We declined both offers as we really didn't believe any of our money would be used to help these poor animals. To top it all off, we ordered a couple of beers, while waiting for the return boat (served to us with the bottle tops half off), and in less than an hour be both experienced chronic sickness for hours, we were really ill. PLEASE AVOID FOR SO MANY REASONS",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"Mortified, I was booked for a show and was offered a package deal to also go see Turtle island where they told us in was a conservation site.  I have been to Turtle conservations before but this is nothing but the opposite.

Teenage Turtles in shallow dirty tanks tanks the size of big sinks that allowed tourists to touch them, then the nightmare only got worse.... They took us towards the back where there were easily 20 plus full sized turtles in shallow cramped dirty conditions.  They were obviously starving as they were struggling on top of each other so they can be fed this tiny bit of seaweed.

I asked the guide will these turtles be released he said no, I asked how they got there in the first place (were any of them injured and being nursed back), he replied ' no I caught them and brought them here'. Then I asked how long have some of these turtles been here,  he said some have been there for 20 years. My heart broke.

Please do not go here,  we have to fight and get this place shut down.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,3,"No worth anything. the Turtle are good, but to pay 1 Mil IDR for a speed boat ride to go to the island and click pics around the turtle - is not worth it.",TripAdvesor
Wilayah Bali Selatan,Dari DELUANG SARI Penangkaran Penyu Bali Tanjung Benoa,1,"I would not recommend this place, we felt so sorry for the turtles they are in small tanks with nothing in them. They said it was a conservation centre that's why we went. 
It was expensive small and the guide spent the whole time trying to get money out of us for ""conservation"" to look after the turtles.",TripAdvesor
